error_id,language,compiler,error_message,category,clean_error
814,C++,Clang,incompatible types when assigning 'data' to 'value',Semantic,incompatible types when assigning data to value
815,C,Clang,incompatible types when assigning 'index' to 'ptr',Semantic,incompatible types when assigning index to ptr
816,C++,Clang,TypeError: unsupported operand types for 'value',Semantic,typeerror unsupported operand types for value
817,Python,Python,variable '$' is uninitialized when used here,Semantic,variable is uninitialized when used here
818,C++,Clang,IndexError: 'data' index out of range,Semantic,indexerror data index out of range
819,C++,GCC,incompatible types when assigning 'data' to 'data',Semantic,incompatible types when assigning data to data
820,C++,GCC,variable '#' is uninitialized when used here,Semantic,variable is uninitialized when used here
821,C++,GCC,variable '!' is uninitialized when used here,Semantic,variable is uninitialized when used here
822,C,GCC,incompatible types when assigning 'temp' to 'temp',Semantic,incompatible types when assigning temp to temp
823,C++,GCC,IndexError: '*' index out of range,Semantic,indexerror index out of range
824,C++,GCC,variable 'ptr' is uninitialized when used here,Semantic,variable ptr is uninitialized when used here
825,C++,Clang,TypeError: unsupported operand types for '^',Semantic,typeerror unsupported operand types for
826,Python,Python,IndexError: '^' index out of range,Semantic,indexerror index out of range
827,Python,Python,variable '?' is uninitialized when used here,Semantic,variable is uninitialized when used here
828,Python,Python,TypeError: unsupported operand types for '$',Semantic,typeerror unsupported operand types for
829,C,GCC,variable '?' is uninitialized when used here,Semantic,variable is uninitialized when used here
830,C++,Clang,IndexError: 'num' index out of range,Semantic,indexerror num index out of range
831,C,Clang,incompatible types when assigning 'num' to 'value',Semantic,incompatible types when assigning num to value
832,C,Clang,TypeError: unsupported operand types for '%',Semantic,typeerror unsupported operand types for
833,C++,Clang,TypeError: unsupported operand types for '#',Semantic,typeerror unsupported operand types for
834,C++,GCC,TypeError: unsupported operand types for '%',Semantic,typeerror unsupported operand types for
835,C++,GCC,use of undeclared identifier 'ptr',Semantic,use of undeclared identifier ptr
836,Python,Python,IndexError: 'index' index out of range,Semantic,indexerror index index out of range
837,C,GCC,use of undeclared identifier 'num',Semantic,use of undeclared identifier num
838,C++,Clang,IndexError: '#' index out of range,Semantic,indexerror index out of range
839,C,GCC,TypeError: unsupported operand types for '$',Semantic,typeerror unsupported operand types for
840,C++,Clang,incompatible types when assigning 'var' to 'ptr',Semantic,incompatible types when assigning var to ptr
841,C++,Clang,IndexError: '$' index out of range,Semantic,indexerror index out of range
842,Python,Python,IndexError: '#' index out of range,Semantic,indexerror index out of range
843,C,Clang,TypeError: unsupported operand types for '#',Semantic,typeerror unsupported operand types for
844,C,GCC,variable '@' is uninitialized when used here,Semantic,variable is uninitialized when used here
845,Python,Python,incompatible types when assigning 'temp' to 'value',Semantic,incompatible types when assigning temp to value
846,C,GCC,use of undeclared identifier 'data',Semantic,use of undeclared identifier data
847,Python,Python,variable 'data' is uninitialized when used here,Semantic,variable data is uninitialized when used here
848,Python,Python,use of undeclared identifier 'obj',Semantic,use of undeclared identifier obj
849,Python,Python,IndexError: 'var' index out of range,Semantic,indexerror var index out of range
850,C++,Clang,IndexError: 'value' index out of range,Semantic,indexerror value index out of range
851,Python,Python,variable '&' is uninitialized when used here,Semantic,variable is uninitialized when used here
852,Python,Python,TypeError: unsupported operand types for '@',Semantic,typeerror unsupported operand types for
853,C++,GCC,use of undeclared identifier 'data',Semantic,use of undeclared identifier data
854,Python,Python,use of undeclared identifier '%',Semantic,use of undeclared identifier
855,C++,Clang,variable '^' is uninitialized when used here,Semantic,variable is uninitialized when used here
856,C++,Clang,incompatible types when assigning 'var' to 'value',Semantic,incompatible types when assigning var to value
857,C,GCC,use of undeclared identifier '&',Semantic,use of undeclared identifier
858,Python,Python,incompatible types when assigning 'obj' to 'var',Semantic,incompatible types when assigning obj to var
859,Python,Python,use of undeclared identifier '@',Semantic,use of undeclared identifier
860,C++,GCC,use of undeclared identifier '?',Semantic,use of undeclared identifier
861,C,GCC,incompatible types when assigning 'temp' to 'var',Semantic,incompatible types when assigning temp to var
862,C,Clang,incompatible types when assigning 'obj' to 'ptr',Semantic,incompatible types when assigning obj to ptr
863,Python,Python,TypeError: unsupported operand types for '#',Semantic,typeerror unsupported operand types for
864,C,GCC,variable 'var' is uninitialized when used here,Semantic,variable var is uninitialized when used here
865,Python,Python,variable '?' is uninitialized when used here,Semantic,variable is uninitialized when used here
866,Python,Python,incompatible types when assigning 'data' to 'value',Semantic,incompatible types when assigning data to value
867,C,Clang,use of undeclared identifier '#',Semantic,use of undeclared identifier
868,Python,Python,IndexError: 'temp' index out of range,Semantic,indexerror temp index out of range
869,C,Clang,use of undeclared identifier '!',Semantic,use of undeclared identifier
870,C++,Clang,incompatible types when assigning 'data' to 'temp',Semantic,incompatible types when assigning data to temp
871,Python,Python,variable '!' is uninitialized when used here,Semantic,variable is uninitialized when used here
872,Python,Python,use of undeclared identifier 'var',Semantic,use of undeclared identifier var
873,Python,Python,TypeError: unsupported operand types for 'index',Semantic,typeerror unsupported operand types for index
874,C,GCC,variable 'num' is uninitialized when used here,Semantic,variable num is uninitialized when used here
875,C,Clang,IndexError: '*' index out of range,Semantic,indexerror index out of range
876,C,GCC,use of undeclared identifier '^',Semantic,use of undeclared identifier
877,C++,Clang,incompatible types when assigning 'index' to 'ptr',Semantic,incompatible types when assigning index to ptr
878,C++,Clang,IndexError: '$' index out of range,Semantic,indexerror index out of range
879,C++,GCC,TypeError: unsupported operand types for '$',Semantic,typeerror unsupported operand types for
880,C,Clang,incompatible types when assigning 'value' to 'value',Semantic,incompatible types when assigning value to value
881,C++,Clang,use of undeclared identifier '*',Semantic,use of undeclared identifier
882,Python,Python,TypeError: unsupported operand types for 'data',Semantic,typeerror unsupported operand types for data
883,C++,GCC,use of undeclared identifier '!',Semantic,use of undeclared identifier
884,Python,Python,variable '$' is uninitialized when used here,Semantic,variable is uninitialized when used here
885,Python,Python,TypeError: unsupported operand types for '!',Semantic,typeerror unsupported operand types for
886,Python,Python,variable 'ptr' is uninitialized when used here,Semantic,variable ptr is uninitialized when used here
887,C,GCC,use of undeclared identifier 'value',Semantic,use of undeclared identifier value
888,C,GCC,variable '!' is uninitialized when used here,Semantic,variable is uninitialized when used here
889,C++,Clang,TypeError: unsupported operand types for 'data',Semantic,typeerror unsupported operand types for data
890,Python,Python,TypeError: unsupported operand types for 'temp',Semantic,typeerror unsupported operand types for temp
891,Python,Python,use of undeclared identifier '!',Semantic,use of undeclared identifier
892,C++,Clang,use of undeclared identifier '&',Semantic,use of undeclared identifier
893,Python,Python,IndexError: 'value' index out of range,Semantic,indexerror value index out of range
894,Python,Python,incompatible types when assigning 'value' to 'temp',Semantic,incompatible types when assigning value to temp
895,C++,Clang,TypeError: unsupported operand types for '^',Semantic,typeerror unsupported operand types for
896,C++,GCC,IndexError: 'obj' index out of range,Semantic,indexerror obj index out of range
897,Python,Python,IndexError: 'index' index out of range,Semantic,indexerror index index out of range
898,C++,GCC,use of undeclared identifier '$',Semantic,use of undeclared identifier
899,Python,Python,IndexError: '?' index out of range,Semantic,indexerror index out of range
900,C++,Clang,use of undeclared identifier '$',Semantic,use of undeclared identifier
901,C,GCC,variable 'index' is uninitialized when used here,Semantic,variable index is uninitialized when used here
902,Python,Python,use of undeclared identifier '*',Semantic,use of undeclared identifier
903,Python,Python,use of undeclared identifier 'var',Semantic,use of undeclared identifier var
904,Python,Python,variable '&' is uninitialized when used here,Semantic,variable is uninitialized when used here
905,C++,Clang,IndexError: 'temp' index out of range,Semantic,indexerror temp index out of range
906,C,Clang,use of undeclared identifier 'obj',Semantic,use of undeclared identifier obj
907,Python,Python,TypeError: unsupported operand types for 'var',Semantic,typeerror unsupported operand types for var
908,C++,Clang,TypeError: unsupported operand types for 'var',Semantic,typeerror unsupported operand types for var
909,C,Clang,IndexError: '@' index out of range,Semantic,indexerror index out of range
910,C++,Clang,TypeError: unsupported operand types for '?',Semantic,typeerror unsupported operand types for
911,C,Clang,incompatible types when assigning 'value' to 'obj',Semantic,incompatible types when assigning value to obj
912,C++,Clang,variable 'num' is uninitialized when used here,Semantic,variable num is uninitialized when used here
913,Python,Python,incompatible types when assigning 'data' to 'temp',Semantic,incompatible types when assigning data to temp
914,C,GCC,use of undeclared identifier '#',Semantic,use of undeclared identifier
915,Python,Python,incompatible types when assigning 'temp' to 'ptr',Semantic,incompatible types when assigning temp to ptr
916,C,Clang,use of undeclared identifier '!',Semantic,use of undeclared identifier
917,C++,GCC,TypeError: unsupported operand types for '@',Semantic,typeerror unsupported operand types for
918,Python,Python,TypeError: unsupported operand types for '$',Semantic,typeerror unsupported operand types for
919,C,Clang,incompatible types when assigning 'data' to 'obj',Semantic,incompatible types when assigning data to obj
920,C,Clang,variable '#' is uninitialized when used here,Semantic,variable is uninitialized when used here
921,Python,Python,use of undeclared identifier 'ptr',Semantic,use of undeclared identifier ptr
922,Python,Python,IndexError: '&' index out of range,Semantic,indexerror index out of range
923,Python,Python,use of undeclared identifier '?',Semantic,use of undeclared identifier
924,C,Clang,IndexError: 'index' index out of range,Semantic,indexerror index index out of range
925,C++,GCC,TypeError: unsupported operand types for '!',Semantic,typeerror unsupported operand types for
926,C++,Clang,variable '*' is uninitialized when used here,Semantic,variable is uninitialized when used here
927,C,Clang,TypeError: unsupported operand types for 'data',Semantic,typeerror unsupported operand types for data
928,C++,GCC,IndexError: 'ptr' index out of range,Semantic,indexerror ptr index out of range
929,C++,GCC,IndexError: 'ptr' index out of range,Semantic,indexerror ptr index out of range
930,Python,Python,variable 'obj' is uninitialized when used here,Semantic,variable obj is uninitialized when used here
931,C,Clang,IndexError: 'temp' index out of range,Semantic,indexerror temp index out of range
932,C++,Clang,incompatible types when assigning 'data' to 'data',Semantic,incompatible types when assigning data to data
933,Python,Python,IndexError: 'value' index out of range,Semantic,indexerror value index out of range
934,C++,GCC,IndexError: 'data' index out of range,Semantic,indexerror data index out of range
935,Python,Python,TypeError: unsupported operand types for 'ptr',Semantic,typeerror unsupported operand types for ptr
936,C++,GCC,incompatible types when assigning 'var' to 'num',Semantic,incompatible types when assigning var to num
937,C,GCC,TypeError: unsupported operand types for '$',Semantic,typeerror unsupported operand types for
938,C,GCC,variable '^' is uninitialized when used here,Semantic,variable is uninitialized when used here
939,C++,GCC,IndexError: 'temp' index out of range,Semantic,indexerror temp index out of range
940,C++,GCC,use of undeclared identifier 'num',Semantic,use of undeclared identifier num
941,Python,Python,use of undeclared identifier 'ptr',Semantic,use of undeclared identifier ptr
942,C++,GCC,use of undeclared identifier 'num',Semantic,use of undeclared identifier num
943,Python,Python,TypeError: unsupported operand types for '&',Semantic,typeerror unsupported operand types for
944,C,Clang,variable 'temp' is uninitialized when used here,Semantic,variable temp is uninitialized when used here
945,C,Clang,IndexError: 'ptr' index out of range,Semantic,indexerror ptr index out of range
946,C++,Clang,use of undeclared identifier '*',Semantic,use of undeclared identifier
947,Python,Python,TypeError: unsupported operand types for '&',Semantic,typeerror unsupported operand types for
948,Python,Python,TypeError: unsupported operand types for 'ptr',Semantic,typeerror unsupported operand types for ptr
949,Python,Python,variable '#' is uninitialized when used here,Semantic,variable is uninitialized when used here
950,C,GCC,TypeError: unsupported operand types for 'data',Semantic,typeerror unsupported operand types for data
951,Python,Python,IndexError: '$' index out of range,Semantic,indexerror index out of range
952,Python,Python,IndexError: 'obj' index out of range,Semantic,indexerror obj index out of range
953,C++,GCC,IndexError: 'num' index out of range,Semantic,indexerror num index out of range
954,C++,Clang,TypeError: unsupported operand types for 'num',Semantic,typeerror unsupported operand types for num
955,C++,Clang,variable 'ptr' is uninitialized when used here,Semantic,variable ptr is uninitialized when used here
956,Python,Python,IndexError: 'obj' index out of range,Semantic,indexerror obj index out of range
957,C++,GCC,variable '*' is uninitialized when used here,Semantic,variable is uninitialized when used here
958,C,Clang,use of undeclared identifier '!',Semantic,use of undeclared identifier
959,C,Clang,incompatible types when assigning 'ptr' to 'value',Semantic,incompatible types when assigning ptr to value
960,Python,Python,TypeError: unsupported operand types for '!',Semantic,typeerror unsupported operand types for
961,C++,GCC,IndexError: 'var' index out of range,Semantic,indexerror var index out of range
962,C,GCC,TypeError: unsupported operand types for '*',Semantic,typeerror unsupported operand types for
963,Python,Python,use of undeclared identifier 'var',Semantic,use of undeclared identifier var
964,Python,Python,variable 'ptr' is uninitialized when used here,Semantic,variable ptr is uninitialized when used here
965,C,GCC,TypeError: unsupported operand types for '%',Semantic,typeerror unsupported operand types for
966,Python,Python,variable '@' is uninitialized when used here,Semantic,variable is uninitialized when used here
967,C,GCC,TypeError: unsupported operand types for 'data',Semantic,typeerror unsupported operand types for data
968,C++,GCC,IndexError: '$' index out of range,Semantic,indexerror index out of range
969,Python,Python,variable 'value' is uninitialized when used here,Semantic,variable value is uninitialized when used here
970,C++,Clang,incompatible types when assigning 'var' to 'value',Semantic,incompatible types when assigning var to value
971,Python,Python,IndexError: 'data' index out of range,Semantic,indexerror data index out of range
972,C++,Clang,TypeError: unsupported operand types for '!',Semantic,typeerror unsupported operand types for
973,C++,Clang,TypeError: unsupported operand types for '!',Semantic,typeerror unsupported operand types for
974,C++,Clang,use of undeclared identifier 'num',Semantic,use of undeclared identifier num
975,C,GCC,IndexError: '&' index out of range,Semantic,indexerror index out of range
976,Python,Python,variable '$' is uninitialized when used here,Semantic,variable is uninitialized when used here
977,C++,Clang,TypeError: unsupported operand types for '?',Semantic,typeerror unsupported operand types for
978,C,Clang,TypeError: unsupported operand types for '%',Semantic,typeerror unsupported operand types for
979,C,Clang,use of undeclared identifier '$',Semantic,use of undeclared identifier
980,Python,Python,TypeError: unsupported operand types for '?',Semantic,typeerror unsupported operand types for
981,C++,GCC,IndexError: 'value' index out of range,Semantic,indexerror value index out of range
982,C,GCC,variable 'data' is uninitialized when used here,Semantic,variable data is uninitialized when used here
983,C++,Clang,IndexError: '@' index out of range,Semantic,indexerror index out of range
984,C++,GCC,TypeError: unsupported operand types for '$',Semantic,typeerror unsupported operand types for
985,C,GCC,incompatible types when assigning 'var' to 'temp',Semantic,incompatible types when assigning var to temp
986,C,Clang,incompatible types when assigning 'obj' to 'var',Semantic,incompatible types when assigning obj to var
987,C,GCC,IndexError: 'ptr' index out of range,Semantic,indexerror ptr index out of range
988,Python,Python,TypeError: unsupported operand types for '&',Semantic,typeerror unsupported operand types for
989,C++,Clang,TypeError: unsupported operand types for '!',Semantic,typeerror unsupported operand types for
990,C,GCC,incompatible types when assigning 'value' to 'var',Semantic,incompatible types when assigning value to var
991,C++,GCC,IndexError: '^' index out of range,Semantic,indexerror index out of range
992,Python,Python,use of undeclared identifier 'obj',Semantic,use of undeclared identifier obj
993,Python,Python,IndexError: '@' index out of range,Semantic,indexerror index out of range
994,C,GCC,use of undeclared identifier 'index',Semantic,use of undeclared identifier index
995,C++,GCC,incompatible types when assigning 'ptr' to 'data',Semantic,incompatible types when assigning ptr to data
996,C,Clang,variable '$' is uninitialized when used here,Semantic,variable is uninitialized when used here
997,Python,Python,variable '^' is uninitialized when used here,Semantic,variable is uninitialized when used here
998,C,Clang,incompatible types when assigning 'ptr' to 'ptr',Semantic,incompatible types when assigning ptr to ptr
999,Python,Python,TypeError: unsupported operand types for '&',Semantic,typeerror unsupported operand types for
1000,C,Clang,IndexError: 'temp' index out of range,Semantic,indexerror temp index out of range
1001,Python,Python,TypeError: unsupported operand types for '@',Semantic,typeerror unsupported operand types for
1002,C++,GCC,variable '@' is uninitialized when used here,Semantic,variable is uninitialized when used here
1003,C,Clang,variable '!' is uninitialized when used here,Semantic,variable is uninitialized when used here
1004,C,Clang,incompatible types when assigning 'temp' to 'value',Semantic,incompatible types when assigning temp to value
1005,C,GCC,IndexError: 'index' index out of range,Semantic,indexerror index index out of range
1006,Python,Python,TypeError: unsupported operand types for 'num',Semantic,typeerror unsupported operand types for num
1007,Python,Python,IndexError: '$' index out of range,Semantic,indexerror index out of range
1008,Python,Python,IndexError: 'index' index out of range,Semantic,indexerror index index out of range
1009,Python,Python,variable 'index' is uninitialized when used here,Semantic,variable index is uninitialized when used here
1010,C++,GCC,use of undeclared identifier '#',Semantic,use of undeclared identifier
1011,Python,Python,incompatible types when assigning 'temp' to 'ptr',Semantic,incompatible types when assigning temp to ptr
1012,C++,Clang,incompatible types when assigning 'index' to 'ptr',Semantic,incompatible types when assigning index to ptr
1013,C++,GCC,variable '@' is uninitialized when used here,Semantic,variable is uninitialized when used here
1014,C++,GCC,use of undeclared identifier 'ptr',Semantic,use of undeclared identifier ptr
1015,C,GCC,IndexError: 'data' index out of range,Semantic,indexerror data index out of range
1016,Python,Python,IndexError: '*' index out of range,Semantic,indexerror index out of range
1017,Python,Python,TypeError: unsupported operand types for '#',Semantic,typeerror unsupported operand types for
1018,C++,GCC,use of undeclared identifier 'ptr',Semantic,use of undeclared identifier ptr
1019,C,Clang,incompatible types when assigning 'data' to 'num',Semantic,incompatible types when assigning data to num
1020,C++,GCC,IndexError: 'var' index out of range,Semantic,indexerror var index out of range
1021,C++,Clang,IndexError: 'index' index out of range,Semantic,indexerror index index out of range
1022,Python,Python,IndexError: '#' index out of range,Semantic,indexerror index out of range
1023,Python,Python,variable 'obj' is uninitialized when used here,Semantic,variable obj is uninitialized when used here
1024,C,Clang,use of undeclared identifier 'num',Semantic,use of undeclared identifier num
1025,C,GCC,variable '^' is uninitialized when used here,Semantic,variable is uninitialized when used here
1026,Python,Python,variable 'ptr' is uninitialized when used here,Semantic,variable ptr is uninitialized when used here
1027,Python,Python,incompatible types when assigning 'index' to 'num',Semantic,incompatible types when assigning index to num
1028,C++,GCC,use of undeclared identifier '?',Semantic,use of undeclared identifier
1029,Python,Python,incompatible types when assigning 'value' to 'ptr',Semantic,incompatible types when assigning value to ptr
1030,Python,Python,TypeError: unsupported operand types for '$',Semantic,typeerror unsupported operand types for
1031,C++,Clang,TypeError: unsupported operand types for 'num',Semantic,typeerror unsupported operand types for num
1032,Python,Python,variable 'value' is uninitialized when used here,Semantic,variable value is uninitialized when used here
1033,C++,GCC,use of undeclared identifier 'obj',Semantic,use of undeclared identifier obj
1034,C++,GCC,IndexError: 'num' index out of range,Semantic,indexerror num index out of range
1035,Python,Python,variable 'obj' is uninitialized when used here,Semantic,variable obj is uninitialized when used here
1036,C,GCC,incompatible types when assigning 'var' to 'ptr',Semantic,incompatible types when assigning var to ptr
1037,C++,Clang,TypeError: unsupported operand types for 'data',Semantic,typeerror unsupported operand types for data
1038,C,GCC,variable '^' is uninitialized when used here,Semantic,variable is uninitialized when used here
1039,C,GCC,variable '?' is uninitialized when used here,Semantic,variable is uninitialized when used here
1040,Python,Python,incompatible types when assigning 'var' to 'ptr',Semantic,incompatible types when assigning var to ptr
1041,C++,GCC,IndexError: 'value' index out of range,Semantic,indexerror value index out of range
1042,C++,Clang,incompatible types when assigning 'data' to 'var',Semantic,incompatible types when assigning data to var
1043,Python,Python,incompatible types when assigning 'index' to 'obj',Semantic,incompatible types when assigning index to obj
1044,Python,Python,variable '!' is uninitialized when used here,Semantic,variable is uninitialized when used here
1045,C++,GCC,TypeError: unsupported operand types for 'num',Semantic,typeerror unsupported operand types for num
1046,Python,Python,variable '*' is uninitialized when used here,Semantic,variable is uninitialized when used here
1047,C,GCC,TypeError: unsupported operand types for 'temp',Semantic,typeerror unsupported operand types for temp
1048,C++,Clang,IndexError: '@' index out of range,Semantic,indexerror index out of range
1049,Python,Python,use of undeclared identifier '%',Semantic,use of undeclared identifier
1050,C++,Clang,TypeError: unsupported operand types for 'index',Semantic,typeerror unsupported operand types for index
1051,C,Clang,variable 'obj' is uninitialized when used here,Semantic,variable obj is uninitialized when used here
1052,Python,Python,TypeError: unsupported operand types for 'num',Semantic,typeerror unsupported operand types for num
1053,C++,GCC,variable '@' is uninitialized when used here,Semantic,variable is uninitialized when used here
1054,C++,GCC,incompatible types when assigning 'temp' to 'var',Semantic,incompatible types when assigning temp to var
1055,C++,GCC,TypeError: unsupported operand types for '#',Semantic,typeerror unsupported operand types for
1056,C++,GCC,use of undeclared identifier '^',Semantic,use of undeclared identifier
1057,Python,Python,IndexError: 'value' index out of range,Semantic,indexerror value index out of range
1058,Python,Python,IndexError: '$' index out of range,Semantic,indexerror index out of range
1059,C,GCC,IndexError: 'ptr' index out of range,Semantic,indexerror ptr index out of range
1060,C++,Clang,variable '$' is uninitialized when used here,Semantic,variable is uninitialized when used here
1061,Python,Python,incompatible types when assigning 'obj' to 'var',Semantic,incompatible types when assigning obj to var
1062,C++,Clang,variable '$' is uninitialized when used here,Semantic,variable is uninitialized when used here
1063,C++,Clang,TypeError: unsupported operand types for '!',Semantic,typeerror unsupported operand types for
1064,C++,GCC,TypeError: unsupported operand types for 'num',Semantic,typeerror unsupported operand types for num
1065,C++,GCC,IndexError: 'var' index out of range,Semantic,indexerror var index out of range
1066,Python,Python,incompatible types when assigning 'temp' to 'obj',Semantic,incompatible types when assigning temp to obj
1067,Python,Python,variable '!' is uninitialized when used here,Semantic,variable is uninitialized when used here
1068,Python,Python,variable 'num' is uninitialized when used here,Semantic,variable num is uninitialized when used here
1069,C++,Clang,IndexError: 'temp' index out of range,Semantic,indexerror temp index out of range
1070,C,Clang,IndexError: '$' index out of range,Semantic,indexerror index out of range
1071,Python,Python,IndexError: '^' index out of range,Semantic,indexerror index out of range
1072,C,Clang,IndexError: 'ptr' index out of range,Semantic,indexerror ptr index out of range
1073,Python,Python,incompatible types when assigning 'obj' to 'var',Semantic,incompatible types when assigning obj to var
1074,C,GCC,incompatible types when assigning 'value' to 'ptr',Semantic,incompatible types when assigning value to ptr
1075,C,GCC,incompatible types when assigning 'ptr' to 'var',Semantic,incompatible types when assigning ptr to var
1076,C++,GCC,IndexError: '#' index out of range,Semantic,indexerror index out of range
1077,Python,Python,TypeError: unsupported operand types for '%',Semantic,typeerror unsupported operand types for
1078,C++,Clang,IndexError: '!' index out of range,Semantic,indexerror index out of range
1079,C,GCC,variable 'index' is uninitialized when used here,Semantic,variable index is uninitialized when used here
1080,Python,Python,IndexError: '%' index out of range,Semantic,indexerror index out of range
1081,C++,GCC,IndexError: '%' index out of range,Semantic,indexerror index out of range
1082,C,GCC,IndexError: 'data' index out of range,Semantic,indexerror data index out of range
1083,Python,Python,variable '%' is uninitialized when used here,Semantic,variable is uninitialized when used here
1084,C,GCC,use of undeclared identifier 'ptr',Semantic,use of undeclared identifier ptr
1085,Python,Python,use of undeclared identifier '%',Semantic,use of undeclared identifier
1086,Python,Python,variable 'var' is uninitialized when used here,Semantic,variable var is uninitialized when used here
1087,C++,Clang,IndexError: 'index' index out of range,Semantic,indexerror index index out of range
1088,Python,Python,TypeError: unsupported operand types for 'ptr',Semantic,typeerror unsupported operand types for ptr
1089,C,GCC,TypeError: unsupported operand types for 'index',Semantic,typeerror unsupported operand types for index
1090,C++,Clang,incompatible types when assigning 'var' to 'data',Semantic,incompatible types when assigning var to data
1091,C++,GCC,use of undeclared identifier 'num',Semantic,use of undeclared identifier num
1092,Python,Python,use of undeclared identifier '%',Semantic,use of undeclared identifier
1093,C++,Clang,incompatible types when assigning 'index' to 'obj',Semantic,incompatible types when assigning index to obj
1094,C++,Clang,incompatible types when assigning 'var' to 'ptr',Semantic,incompatible types when assigning var to ptr
1095,C++,Clang,use of undeclared identifier 'ptr',Semantic,use of undeclared identifier ptr
1096,C++,GCC,variable '$' is uninitialized when used here,Semantic,variable is uninitialized when used here
1097,C++,GCC,incompatible types when assigning 'obj' to 'value',Semantic,incompatible types when assigning obj to value
1098,C,Clang,incompatible types when assigning 'ptr' to 'temp',Semantic,incompatible types when assigning ptr to temp
1099,C++,Clang,IndexError: '^' index out of range,Semantic,indexerror index out of range
1100,C,Clang,IndexError: 'temp' index out of range,Semantic,indexerror temp index out of range
1101,Python,Python,variable '!' is uninitialized when used here,Semantic,variable is uninitialized when used here
1102,C++,GCC,incompatible types when assigning 'ptr' to 'num',Semantic,incompatible types when assigning ptr to num
1103,C,GCC,incompatible types when assigning 'ptr' to 'data',Semantic,incompatible types when assigning ptr to data
1104,C,Clang,variable 'value' is uninitialized when used here,Semantic,variable value is uninitialized when used here
1105,C,GCC,incompatible types when assigning 'ptr' to 'var',Semantic,incompatible types when assigning ptr to var
1106,C++,Clang,IndexError: 'temp' index out of range,Semantic,indexerror temp index out of range
1107,Python,Python,use of undeclared identifier 'index',Semantic,use of undeclared identifier index
1108,Python,Python,incompatible types when assigning 'ptr' to 'temp',Semantic,incompatible types when assigning ptr to temp
1109,Python,Python,IndexError: 'index' index out of range,Semantic,indexerror index index out of range
1110,C++,GCC,TypeError: unsupported operand types for 'data',Semantic,typeerror unsupported operand types for data
1111,C,Clang,use of undeclared identifier 'num',Semantic,use of undeclared identifier num
1112,Python,Python,TypeError: unsupported operand types for 'temp',Semantic,typeerror unsupported operand types for temp
1113,C,Clang,variable '@' is uninitialized when used here,Semantic,variable is uninitialized when used here
1114,C++,GCC,variable 'data' is uninitialized when used here,Semantic,variable data is uninitialized when used here
1115,C++,GCC,use of undeclared identifier '*',Semantic,use of undeclared identifier
1116,C++,GCC,variable '#' is uninitialized when used here,Semantic,variable is uninitialized when used here
1117,Python,Python,IndexError: '^' index out of range,Semantic,indexerror index out of range
1118,C++,GCC,use of undeclared identifier 'data',Semantic,use of undeclared identifier data
1119,C,GCC,use of undeclared identifier 'index',Semantic,use of undeclared identifier index
1120,Python,Python,TypeError: unsupported operand types for 'index',Semantic,typeerror unsupported operand types for index
1121,C,Clang,incompatible types when assigning 'obj' to 'obj',Semantic,incompatible types when assigning obj to obj
1122,C++,GCC,IndexError: '@' index out of range,Semantic,indexerror index out of range
1123,C++,GCC,variable 'obj' is uninitialized when used here,Semantic,variable obj is uninitialized when used here
1124,C,GCC,variable 'temp' is uninitialized when used here,Semantic,variable temp is uninitialized when used here
1125,C++,Clang,variable '#' is uninitialized when used here,Semantic,variable is uninitialized when used here
1126,Python,Python,TypeError: unsupported operand types for 'num',Semantic,typeerror unsupported operand types for num
1127,C,GCC,incompatible types when assigning 'value' to 'ptr',Semantic,incompatible types when assigning value to ptr
1128,C,GCC,use of undeclared identifier '*',Semantic,use of undeclared identifier
1129,C++,GCC,incompatible types when assigning 'value' to 'var',Semantic,incompatible types when assigning value to var
1130,C,Clang,incompatible types when assigning 'ptr' to 'var',Semantic,incompatible types when assigning ptr to var
1131,C,Clang,incompatible types when assigning 'obj' to 'ptr',Semantic,incompatible types when assigning obj to ptr
1132,Python,Python,TypeError: unsupported operand types for 'ptr',Semantic,typeerror unsupported operand types for ptr
1133,C,GCC,variable 'data' is uninitialized when used here,Semantic,variable data is uninitialized when used here
1134,Python,Python,variable '?' is uninitialized when used here,Semantic,variable is uninitialized when used here
1135,Python,Python,IndexError: '%' index out of range,Semantic,indexerror index out of range
1136,Python,Python,IndexError: '!' index out of range,Semantic,indexerror index out of range
1137,Python,Python,incompatible types when assigning 'var' to 'ptr',Semantic,incompatible types when assigning var to ptr
1138,C,Clang,IndexError: 'ptr' index out of range,Semantic,indexerror ptr index out of range
1139,C++,Clang,use of undeclared identifier '!',Semantic,use of undeclared identifier
1140,Python,Python,use of undeclared identifier '^',Semantic,use of undeclared identifier
1141,C,GCC,variable 'var' is uninitialized when used here,Semantic,variable var is uninitialized when used here
1142,C,GCC,incompatible types when assigning 'temp' to 'data',Semantic,incompatible types when assigning temp to data
1143,C,Clang,use of undeclared identifier '&',Semantic,use of undeclared identifier
1144,C++,Clang,variable '&' is uninitialized when used here,Semantic,variable is uninitialized when used here
1145,C,Clang,use of undeclared identifier '*',Semantic,use of undeclared identifier
1146,C++,GCC,variable '%' is uninitialized when used here,Semantic,variable is uninitialized when used here
1147,C,GCC,variable 'var' is uninitialized when used here,Semantic,variable var is uninitialized when used here
1148,C,Clang,variable '%' is uninitialized when used here,Semantic,variable is uninitialized when used here
1149,C,GCC,IndexError: 'data' index out of range,Semantic,indexerror data index out of range
